Unique_id,Site,Year,TimePeriod,dN15,Percent_N,Percent_C,C_to_N_ratio,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Date,Time,Latitude,Longitude,Distance_to_crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon,Microbial_PCoA_Axis1,Microbial_Species_Richness,Microbial_Evenness,Ultra.Violet.Humic.like,Tyrosine.like,Visible.Humic.like,Marine.Humic.like,Tryptophan.like,Lignin.like,M.C,HIX,BIX,FI,FishNH4_l_min_m2,FishBiom_g_m2
id_737,119,2020,2020-August,NA,0.5,29.27,58.72,0.14,0.69,1.08,0.51,8/22/2020,13:29:00,-17.48591677,-149.9077934,208.64,515.8499999999999,1318.34,1117.25,3301.52,Papeto'ai,N,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8443171877278878,14.395024452375653
id_738,120,2020,2020-August,NA,0.57,28.47,49.88,0.13,0.71,1.4,0.41,8/22/2020,13:55:00,-17.48790848,-149.9022525,462.37,334.59,809.3399999999999,513.05,2684.16,Papeto'ai,N,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9746426827181345,16.81292989902227
id_739,121,2020,2020-August,NA,0.63,29.74,47.02,0.12,0.76,1.41,0.87,8/22/2020,14:06:00,-17.48853084,-149.8968575,567.42,271.39,461.25,71.48,2105.03,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3074975335282155,23.03315504917813
id_740,122,2020,2020-August,NA,0.52,29.49,56.32,0.14,0.77,1.05,0.41,8/22/2020,14:19:00,-17.48485495,-149.8962351,162.06,576.72,88.94000000000001,274.81,2147.15,Papeto'ai,N,Reef pass,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_741,123,2020,2020-August,NA,0.52,30.78,59.55,0.08,0.57,1.43,0.87,8/22/2020,14:53:00,-17.48842556,-149.8921487,589.92,246.37,498.76,204.62,1620.02,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4903041087020256,8.504004707634545
id_742,124,2020,2020-August,NA,0.45,30.71,67.65,0.16,0.76,0.99,0.77,9/7/2020,15:29:00,-17.48469737,-149.8922813,176.35000000000002,587.19,161.42000000000002,172.43,1760.16,Papeto'ai,N,Reef pass,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_743,125,2020,2020-August,NA,0.57,29.34,51.34,0.11,0.73,1.59,0.68,8/30/2020,14:52:00,-17.49019641,-149.8826645,789.48,137.46,1347.58,371.65,592.26,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_744,126,2020,2020-August,NA,0.44,29.47,66.48,0.11,1.43,1.24,0.67,8/30/2020,15:05:00,-17.49179923,-149.8794897,1027.4,62.52,1688.3899999999999,64.06,236.37,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3946251110729012,7.0659599859729365
id_745,127,2020,2020-August,NA,0.55,29.59,53.96,0.16,0.86,1.15,0.52,8/22/2020,15:31:00,-17.4889724,-149.8789846,711.98,332.71,1598.83,149.81,344.49,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19874611761046168,3.623867272686176
id_746,128,2020,2020-August,NA,0.56,29.47,52.51,0.18,0.78,1.43,0.48,8/22/2020,15:50:00,-17.48683493,-149.8765044,467.62,505.09,1302.48,25.82,505.09,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2522160736440954,4.634929018498862
id_747,129,2020,2020-August,NA,0.51,28.8,56.58,0.14,1.02,0.92,0.55,8/22/2020,16:05:00,-17.48972761,-149.8726504,618.38,232.22,930.8299999999999,65.99,232.22,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023135836137329665,0.3966951767198684
id_748,130,2020,2020-August,NA,0.52,29.75,56.89,0.16,1.02,1.11,0.71,9/8/2020,13:55:00,-17.48467089,-149.8742172,178.36,785.64,1132.02,181.12,785.64,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875424780917133,15.85194203157314
id_749,131,2020,2020-August,NA,0.65,30.87,47.66,0.16,1.02,1.45,0.75,9/8/2020,14:20:00,-17.48809573,-149.8667564,194.81,590.75,292.46,125.36,590.75,Papeto'ai,N,Reef pass,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.121217800064802,19.681086314136476
id_750,132,2020,2020-August,NA,0.46,28.56,61.8,0.17,0.96,1.45,2.91,9/8/2020,14:10:00,-17.48744111,-149.8709693,312.65000000000003,471.46,718.4399999999999,75.03,471.46,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8599318208740004,15.476485949878201
id_751,133,2020,2020-August,NA,0.59,29.61,50.18,0.15,0.78,1.13,0.48,8/30/2020,14:36:00,-17.49028584,-149.8868992,754.2700000000001,111.64999999999999,983.8599999999999,393.95,1035.51,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27491247626482684,4.581552788720706
id_752,134,2020,2020-August,NA,0.54,30.44,56.18,0.11,0.73,1.35,0.45,8/22/2020,15:00:00,-17.48732954,-149.8870074,434.55,409.14000000000004,792.3599999999999,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5966740094445909,10.7322870702755
id_753,135,2020,2020-August,NA,0.46,31.56,68.33,0.16,0.85,1.49,0.65,9/7/2020,15:42:00,-17.48452814,-149.8861285,127.01,774.3199999999999,810.3299999999999,704.34,1222.04,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1066426467410846,19.23182044673896
id_754,136,2020,2020-August,NA,0.51,29.09,56.74,0.14,0.73,1.24,0.49,8/22/2020,15:18:00,-17.48690316,-149.8805744,448.87,564.8499999999999,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5729231541654056,10.292760592186838
id_755,137,2020,2020-August,NA,0.52,30.54,59.01,0.17,0.99,1.14,0.78,9/7/2020,16:14:00,-17.48379691,-149.8798111,122.05,900.74,1472.11,471.23,901.66,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6707833992531148,11.847628121935589
id_756,138,2020,2020-August,NA,0.39,30.5,78.09,0.13,2.47,1.22,0.81,9/8/2020,13:40:00,-17.49209605,-149.8746473,945.3199999999999,36.46,1202.92,308.87,36.46,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02640732855213849,0.4725307587954653
id_757,139,2020,2020-August,NA,0.61,29.18,47.61,0.18,2.81,1.38,0.36,8/22/2020,16:17:00,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11094470145499966,1.97887047750453
id_758,140,2020,2020-August,NA,0.5,28.85,57.47,0.18,2.74,1.35,0.41,8/30/2020,15:23:00,-17.49716361,-149.8626436,1201.1599999999999,80.16999999999999,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4300665433978237,24.97509888292921
id_759,141,2020,2020-August,NA,0.74,26.41,35.58,0.17,3.33,1.54,0.46,8/22/2020,16:27:00,-17.49316067,-149.8673732,729.3299999999999,123.28,589.73,31.14,123.28,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_760,142,2020,2020-August,NA,0.5,29.32,58.77,0.18,1.21,1.18,0.48,8/30/2020,16:00:00,-17.49376006,-149.8519205,1047.37,39.96,970.62,21.55,1564.47,Papeto'ai,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4237021881727257,7.763202534680302
id_761,143,2020,2020-August,NA,0.59,29.93,50.96,0.15,0.84,1.12,0.5,8/30/2020,16:12:00,-17.49082932,-149.8544175,630.69,383.06,559.01,109.28,1380.05,Papeto'ai,N,Reef pass,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1233633164220023,19.99134776992514
id_762,144,2020,2020-August,NA,0.46,30.37,66.6,0.17,0.74,1.08,0.48,8/30/2020,16:26:00,-17.48895002,-149.8550006,441.88,516.89,421.78999999999996,193.47,1413.5,Papeto'ai,N,Reef pass,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5461169535433805,10.009165818304558
id_763,145,2020,2020-August,NA,0.46,30.35,66.1,NA,NA,NA,NA,9/8/2020,14:40:00,-17.48966591,-149.8494205,940.88,33.790000000000006,1016.01,375.22,1924.49,Papeto'ai,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33564410129021016,5.736691663839197
id_764,146,2020,2020-August,NA,0.55,29.04,52.51,0.18,0.77,2.94,0.45,8/22/2020,16:24:00,-17.48545652,-149.8469882,665.63,53.17,1288.2,888.26,2344.91,Papeto'ai,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3885566521673948,6.835195208695802
id_765,147,2020,2020-August,NA,0.54,30.36,56.03,0.18,0.72,1.2,0.38,8/22/2020,16:00:00,-17.48168911,-149.8498651,168.67,571.13,1171.2,1163.13,2323.79,Papeto'ai,N,Reef crest,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6355831498435719,11.358254274235296
id_766,148,2020,2020-August,NA,0.58,29.57,50.71,0.18,0.45,0.67,0.36,8/22/2020,16:13:00,-17.48386731,-149.8490207,423.18,334.90999999999997,1131.1499999999999,951.56,2249.28,Papeto'ai,N,Mid lagoon,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8395447058221193,14.73583260655936
id_767,149,2020,2020-August,NA,0.4,31.21,77.08,0.19,0.79,1.03,0.48,9/8/2020,14:52:00,-17.48650493,-149.8520296,498.75,399.48999999999995,739.91,596.71,1823.91,Papeto'ai,N,Mid lagoon,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6208772745357855,10.870546960417064
id_768,150,2020,2020-August,NA,0.51,29.93,58.96,0.16,0.71,1.01,0.46,8/22/2020,15:14:00,-17.48430225,-149.8420147,772.87,51.09,1664.59,1047.01,2900.04,Papeto'ai,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26862690217712143,4.584488921024216
id_769,151,2020,2020-August,NA,0.52,30.25,58.3,0.16,0.49,0.78,0.45,8/22/2020,15:46:00,-17.47821942,-149.8423604,135.98000000000002,718.01,1574.46,1338.72,3188.64,Papeto'ai,N,Reef crest,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9572331840075712,32.56642112987649
id_770,152,2020,2020-August,NA,0.55,28.92,52.75,0.15,0.34,0.55,0.41,8/22/2020,15:34:00,-17.48009529,-149.8422762,339.71,516.16,1575.44,1210.56,3078.71,Papeto'ai,N,Mid lagoon,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6213317344903184,10.934936069757683
id_771,153,2020,2020-August,NA,0.6,29.9,49.51,0.17,0.75,0.98,1.08,8/22/2020,14:40:00,-17.4784169,-149.8339808,184.54,770.53,683.74,650.03,3439.4,Paopao,N,Reef crest,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7275058897143593,13.110635351999992
id_772,154,2020,2020-August,NA,0.47,29.1,62.51,0.19,0.76,1.25,0.38,8/22/2020,14:59:00,-17.4797321,-149.8365316,368.44,589.72,959.9499999999999,691.97,3538.12,Paopao,N,Mid lagoon,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6455833820468705,11.320927643696995
id_773,155,2020,2020-August,NA,0.56,27.53,48.93,0.19,0.76,1.21,0.44,8/22/2020,14:24:00,-17.48486702,-149.8347928,885.61,67.61,1030.6699999999998,350.65,3171.26,Paopao,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3418965938498577,6.161095722427396
id_774,156,2020,2020-August,NA,0.56,27.91,49.74,0.18,0.83,1.34,0.48,8/22/2020,14:12:00,-17.48502921,-149.8312727,843.02,44.33,787.09,19.34,2786.91,Paopao,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21759755296001945,3.9043761222379416
id_775,157,2020,2020-August,NA,NA,NA,NA,0.17,1.24,1.25,0.59,8/22/2020,11:39:00,-17.48115082,-149.8301379,386.38,411.26,386.96,235.21,2947.43,Paopao,N,Mid lagoon,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5134614110019186,8.992335533939153
id_776,158,2020,2020-August,NA,0.43,30.2,70.71,0.17,1.61,1.11,0.45,8/22/2020,11:25:00,-17.48467013,-149.8275155,796.48,134.83,612.3199999999999,21.74,2472.07,Paopao,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5392530454568145,9.551466541267668
id_777,159,2020,2020-August,NA,0.61,29.42,48.01,0.18,2.05,1.06,0.44,8/22/2020,11:10:00,-17.48655573,-149.8250571,1077.61,228.23,845.99,9.6,2221.93,Paopao,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352305349568436,6.40406125981057
id_778,160,2020,2020-August,NA,0.57,29.45,51.39,0.17,1.23,1.37,0.52,8/22/2020,11:20:00,-17.48204526,-149.8262099,583.21,444.89,331.85,44.61,2733.55,Paopao,N,Reef pass,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43667793066758687,7.283292343899113
id_779,161,2020,2020-August,NA,0.5,30.5,60.71,0.19,0.7,1.13,0.85,9/7/2020,11:22:00,-17.47370895,-149.7768527,228.29,87.43,402.08,362.85,2167.13,Maharepa,N,Fringing reef,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39955326665887086,6.904335109604686
id_780,162,2020,2020-August,NA,0.49,28.46,58.18,0.2,0.8,1.64,0.58,8/31/2020,08:40:00,-17.47599625,-149.780356,511.07,67.59,471.09,309.28,1736.89,Maharepa,N,Fringing reef,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3403520490708625,6.136148119279059
id_781,163,2020,2020-August,NA,0.6,29.82,49.81,0.2,1.18,1.48,0.47,8/31/2020,09:15:00,-17.47785238,-149.7866539,757.4599999999999,32.28,927.3399999999999,822.99,1041.41,Maharepa,N,Fringing reef,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18703486489540788,3.23267107485741
id_782,164,2020,2020-August,NA,0.58,27.6,47.3,0.18,0.69,1.07,0.92,9/7/2020,12:11:00,-17.47880909,-149.790986,676.56,60.36,845.37,737.52,557.01,Maharepa,N,Fringing reef,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2636746428797341,4.746216885048158
id_783,165,2020,2020-August,NA,0.66,27.22,40.99,0.21,1.14,1.64,0.59,8/31/2020,10:02:00,-17.4796057,-149.7961288,617.1800000000001,78.94000000000001,552.99,210.97,78.94,Maharepa,N,Fringing reef,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18421041342350705,3.248558860979505
id_784,166,2020,2020-August,NA,0.67,29.94,44.82,0.22,0.73,1.41,0.44,8/31/2020,08:55:00,-17.47499012,-149.7867232,451.96999999999997,352.58,727.64,673.51,155.29,Maharepa,N,Mid lagoon,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36050632360468665,6.309189686097089
id_785,167,2020,2020-August,NA,0.71,27.31,38.29,0.2,1.42,1.35,0.29,9/7/2020,11:45:00,-17.47282634,-149.7810294,210.23999999999998,441.47999999999996,128.81,28.91,1802.56,Maharepa,N,Reef pass,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44406442250006,8.000077941282921
id_786,168,2020,2020-August,NA,0.33,30.7,91.88,0.26,0.86,1.57,0.73,9/7/2020,11:48:00,-17.47187021,-149.786553,102.97,694.58,593.73,628.15,1374.55,Maharepa,N,Reef crest,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4711057999493915,8.53099852963024
id_787,169,2020,2020-August,NA,0.54,30.45,56.89,0.2,0.75,1.11,0.78,9/7/2020,12:35:00,-17.47434254,-149.7937432,106.76,619.41,413.38,454.82,719.4,Maharepa,N,Reef crest,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0999116545218481,19.714642067754863
id_788,170,2020,2020-August,NA,0.59,29.48,49.69,0.25,0.74,1.19,0.59,8/31/2020,10:20:00,-17.47682031,-149.7950122,332,404.96999999999997,360.96999999999997,279.56,404.97,Maharepa,N,Mid lagoon,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4930549933042308,8.970492996194652
id_789,171,2020,2020-August,NA,0.53,28.43,53.91,0.19,0.7,1.39,0.56,8/31/2020,09:40:00,-17.47496934,-149.7901163,320.84000000000003,447.40999999999997,801.31,819.81,868.66,Maharepa,N,Mid lagoon,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44802094002578036,7.779488455262452
id_790,172,2020,2020-August,NA,0.63,27.14,43.24,0.28,1.41,1.5,0.55,8/31/2020,11:30:00,-17.4804404,-149.799661,700.15,53.220000000000006,618.5,64.26,53.22,Maharepa,N,Fringing reef,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37860389090977264,6.918186086979749
id_791,173,2020,2020-August,NA,0.55,29.21,52.7,0.2,0.77,1.19,0.42,8/31/2020,10:50:00,-17.4760501,-149.7973693,222.05,485.08,136,47.75,485.08,Maharepa,N,Reef pass,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0651006881376874,18.973951109322908
id_792,175,2020,2020-August,NA,0.55,27.26,49.93,0.23,1.01,1.62,0.4,8/31/2020,11:50:00,-17.48082167,-149.8048369,802.19,46.51,843.69,11.47,46.51,Maharepa,N,Fringing reef,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20479062428049907,3.7174077695724796
id_793,176,2020,2020-August,NA,0.59,29.14,49.36,0.22,0.68,1.16,0.42,8/31/2020,12:50:00,-17.48256359,-149.8138506,1004.7700000000001,99.79,1112.41,359.67,99.79,Maharepa,N,Fringing reef,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3858001085121049,7.038046935644556
id_794,177,2020,2020-August,NA,0.48,27.51,57.09,0.17,1.03,1.48,0.48,8/31/2020,13:20:00,-17.48383638,-149.8168138,1020.1800000000001,79.09,956.64,20.22,79.09,Maharepa,N,Fringing reef,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6657520603251266,11.66614834415436
id_795,178,2020,2020-August,NA,0.43,28.86,66.77,0.18,1.91,1.03,0.42,8/31/2020,13:45:00,-17.48728956,-149.8183929,1270.91,71.13,1163.32,16.19,414.56,Maharepa,N,Fringing reef,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0989696666396778,18.955952133733117
id_796,179,2020,2020-August,NA,0.45,29.74,65.69,0.23,0.75,1.23,0.36,8/31/2020,13:05:00,-17.48120195,-149.8175988,729.31,343.17,701.24,95.53,343.17,Maharepa,N,Reef pass,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6308523345825178,11.096424584970439
id_797,180,2020,2020-August,NA,0.43,29.99,69.36,0.18,0.84,0.99,0.28,9/7/2020,13:01:00,-17.47707864,-149.8212362,138.36,942.75,218.5,222.03,942.75,Maharepa,N,Reef pass,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_798,181,2020,2020-August,NA,0.38,31.07,81.91,0.18,0.8,1.48,0.72,9/7/2020,13:23:00,-17.47477999,-149.8148865,148.15,968.7900000000001,927.9499999999999,808.03,968.79,Maharepa,N,Reef crest,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7383609482762276,12.997730451008543
id_799,182,2020,2020-August,NA,0.42,30.73,72.34,0.21,0.71,1.18,0.77,9/7/2020,13:34:00,-17.47831405,-149.8135389,545.8499999999999,540.6700000000001,1015.63,595.65,540.67,Maharepa,N,Mid lagoon,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6140485133309337,10.811095453677252
id_800,183,2020,2020-August,NA,0.47,29.79,63.81,0.23,0.73,1.07,0.47,8/31/2020,12:30:00,-17.48034675,-149.8136512,778.13,350.94,1040.79,428.44,350.94,Maharepa,N,Mid lagoon,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4810759529683729,8.517698180427326
id_801,184,2020,2020-August,NA,0.47,28.01,60.16,NA,NA,NA,NA,9/7/2020,13:53:00,-17.4749949,-149.806126,151.84,609.8,649.07,490.27,609.8,Maharepa,N,Reef crest,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1150444658802616,18.924577903775003
id_802,185,2020,2020-August,NA,0.59,28.08,47.27,0.2,0.69,1.23,0.84,9/7/2020,14:08:00,-17.47691201,-149.8066267,370.37,469.56,745.12,345.02,469.56,Maharepa,N,Mid lagoon,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32178882833571365,5.640334195008055
id_803,186,2020,2020-August,NA,0.53,28.98,54.77,0.22,0.72,1.03,0.49,8/31/2020,11:10:00,-17.47711502,-149.8025034,343.12,286.84000000000003,376.65000000000003,118.08,286.84,Maharepa,N,Reef pass,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5630814151228798,10.16090691817186
id_804,187,2020,2020-August,NA,0.53,29.78,56.52,0.21,0.78,1.52,0.41,8/31/2020,12:05:00,-17.47899399,-149.8063396,598.16,249.9,824.04,181.1,249.9,Maharepa,N,Mid lagoon,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3083321290768667,5.374697345625489
id_805,188,2020,2020-August,NA,0.41,29.07,70.69,0.21,0.8,1.35,1.53,9/7/2020,13:20:00,-17.47806804,-149.8172428,442.27,653.2,620.63,372.55,653.2,Maharepa,N,Mid lagoon,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5249832203098486,9.423188691890791
id_806,200,2020,2020-August,NA,0.53,28.46,54.1,0.22,0.8,1.98,0.55,8/22/2020,14:43:00,-17.49044,-149.89176,790.56,44.220000000000006,801.75,28.73,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45642124709733045,8.452984910408034
id_807,201,2020,2020-August,NA,0.46,29.52,64.17,0.3,0.75,1.54,0.4,8/26/2020,13:08:00,-17.58183,-149.78965,290.83,904.7900000000001,661.4,467.32,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8871420272720271,15.55974110649933
id_808,202,2020,2020-August,NA,0.43,28.8,67.12,0.25,6,1.52,0.52,8/26/2020,16:29:00,-17.58791,-149.80488,1334.87,110.19,2270.5,0,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2776313365927143,23.212261907353877
id_809,203,2020,2020-August,NA,0.49,27.96,56.65,0.22,3.06,1.62,0.72,8/22/2020,11:34:00,-17.50637,-149.91716,900.3499999999999,143.20999999999998,3406.46,872.76,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17372560379206817,3.03922095965131
id_810,204,2020,2020-August,NA,NA,NA,NA,0.23,1.26,0.96,0.46,8/26/2020,15:37:00,-17.50963,-149.76818,690.65,78.32,1494.26,19.85,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4297834415338804,7.723325212880983
id_811,205,2020,2020-August,NA,0.84,26.49,31.39,0.23,1.12,2.17,0.55,8/26/2020,10:43:00,-17.55094,-149.78795,1324.31,105.52,1324.31,0,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4944519092181842,8.489149272115828
id_812,206,2020,2020-August,NA,0.59,27.37,46.1,0.21,0.93,1.43,0.47,8/26/2020,11:00:00,-17.56594,-149.79259,835.88,60.15,1001.54,7.18,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33633495444792133,5.769857351783469
id_813,207,2020,2020-August,NA,0.68,28.46,42.07,0.2,1.87,1.03,0.32,8/26/2020,12:09:00,-17.57248,-149.79544,902.4499999999999,98.3,902.4499999999999,0,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_814,208,2020,2020-August,NA,0.58,25.61,44.02,0.24,3.28,1.11,0.83,9/2/2020,12:58:00,-17.55015,-149.88495,1160.41,97.47,1229.41,0,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39759636727763026,7.043457276924042
id_815,209,2020,2020-August,NA,0.54,28.3,52.4,0.22,0.82,0.93,0.86,9/2/2020,12:43:00,-17.5528,-149.88307,1064.1799999999998,238.68,1071.97,5.83,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13863550609494613,2.4486416597062375
id_816,295,2020,2020-August,NA,0.63,26.35,41.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
